prioridad,id,probabilidad_churn,contactar,accion_sugerida
1,74497,0.999999999999988,True,Revisión por Comercial para contacto
2,72920,0.9995646407510399,True,Revisión por Comercial para contacto
3,97570,0.997316106492045,True,Revisión por Comercial para contacto
4,80342,0.9972406048822545,True,Revisión por Comercial para contacto
5,70995,0.9957625827930461,True,Revisión por Comercial para contacto
6,93282,0.9948403261487745,True,Revisión por Comercial para contacto
7,83410,0.9936873759633917,True,Revisión por Comercial para contacto
8,91313,0.9905507527436913,True,Revisión por Comercial para contacto
9,74778,0.9895613860220135,True,Revisión por Comercial para contacto
10,73961,0.9893277545513106,True,Revisión por Comercial para contacto
11,99777,0.9891875108767829,True,Revisión por Comercial para contacto
12,85635,0.9877104904716667,True,Revisión por Comercial para contacto
13,82748,0.9862916624323719,True,Revisión por Comercial para contacto
14,89998,0.985836027966921,True,Revisión por Comercial para contacto
15,78699,0.9857421369633881,True,Revisión por Comercial para contacto
16,82977,0.9855476087041414,True,Revisión por Comercial para contacto
17,95116,0.9832138630123217,True,Revisión por Comercial para contacto
18,82915,0.981186883704296,True,Revisión por Comercial para contacto
19,92452,0.9799297731750842,True,Revisión por Comercial para contacto
20,78398,0.979608427605594,True,Revisión por Comercial para contacto
21,72950,0.9780072244360261,True,Revisión por Comercial para contacto
22,95488,0.9753600677621616,True,Revisión por Comercial para contacto
23,94354,0.9751345370217374,True,Revisión por Comercial para contacto
24,74071,0.9744257736081713,True,Revisión por Comercial para contacto
25,90307,0.9736541910099649,True,Revisión por Comercial para contacto
26,74771,0.9728895811612648,True,Revisión por Comercial para contacto
27,99779,0.9726722034377162,True,Revisión por Comercial para contacto
28,75776,0.9717913338805859,True,Revisión por Comercial para contacto
29,99256,0.971402232023129,True,Revisión por Comercial para contacto
30,76983,0.9713362971719862,True,Revisión por Comercial para contacto
31,85662,0.9709417455518894,True,Revisión por Comercial para contacto
32,84312,0.9701408607198089,True,Revisión por Comercial para contacto
33,85795,0.9696942400841565,True,Revisión por Comercial para contacto
34,70866,0.9694786411814861,True,Revisión por Comercial para contacto
35,83889,0.9691104446444546,True,Revisión por Comercial para contacto
36,88431,0.9676120912391685,True,Revisión por Comercial para contacto
37,72458,0.9657877930887515,True,Revisión por Comercial para contacto
38,94231,0.9657152145530927,True,Revisión por Comercial para contacto
39,85040,0.9654532077413264,True,Revisión por Comercial para contacto
40,92806,0.965205730817166,True,Revisión por Comercial para contacto
41,86094,0.9651721084040276,True,Revisión por Comercial para contacto
42,82515,0.963715210542327,True,Revisión por Comercial para contacto
43,91380,0.9632492335568352,True,Revisión por Comercial para contacto
44,75376,0.9616493955600285,True,Revisión por Comercial para contacto
45,79269,0.9614764001719242,True,Revisión por Comercial para contacto
46,72178,0.9606378540281504,True,Revisión por Comercial para contacto
47,78137,0.9602810124889156,True,Revisión por Comercial para contacto
48,82006,0.9595103499265993,True,Revisión por Comercial para contacto
49,93548,0.959013998325975,True,Revisión por Comercial para contacto
50,92796,0.9581002550565627,True,Revisión por Comercial para contacto
51,83226,0.9560104647731155,True,Revisión por Comercial para contacto
52,93089,0.9559231786449551,True,Revisión por Comercial para contacto
53,77677,0.9557815920524521,True,Revisión por Comercial para contacto
54,90015,0.9554531247411808,True,Revisión por Comercial para contacto
55,96826,0.9547885107274263,True,Revisión por Comercial para contacto
56,96771,0.9547078063949351,True,Revisión por Comercial para contacto
57,75641,0.9537581007267893,True,Revisión por Comercial para contacto
58,83639,0.9534207322824872,True,Revisión por Comercial para contacto
59,99381,0.9531307201720518,True,Revisión por Comercial para contacto
60,90579,0.9529111609971909,True,Revisión por Comercial para contacto
61,97910,0.9527305776102584,True,Revisión por Comercial para contacto
62,93677,0.9526793836726026,True,Revisión por Comercial para contacto
63,74562,0.9510406165452948,True,Revisión por Comercial para contacto
64,78870,0.9509433833091323,True,Revisión por Comercial para contacto
65,70862,0.9503207576574876,True,Revisión por Comercial para contacto
66,91167,0.9494884162942699,True,Revisión por Comercial para contacto
67,96209,0.9489555077259341,True,Revisión por Comercial para contacto
68,88450,0.946988692182634,True,Revisión por Comercial para contacto
69,93698,0.9469678934745941,True,Revisión por Comercial para contacto
70,85704,0.9469600924046082,True,Revisión por Comercial para contacto
71,77792,0.946620689742837,True,Revisión por Comercial para contacto
72,95723,0.9465879523846584,True,Revisión por Comercial para contacto
73,72539,0.9458025605677471,True,Revisión por Comercial para contacto
74,98609,0.9457692924297885,True,Revisión por Comercial para contacto
75,80127,0.9452574802398338,True,Revisión por Comercial para contacto
76,89893,0.9451477687163926,True,Revisión por Comercial para contacto
77,85843,0.9451058330942342,True,Revisión por Comercial para contacto
78,80682,0.942506396415081,True,Revisión por Comercial para contacto
79,71416,0.9422409573522907,True,Revisión por Comercial para contacto
80,75009,0.9419823980783391,True,Revisión por Comercial para contacto
81,91191,0.9418997647754259,True,Revisión por Comercial para contacto
82,76120,0.9418278329376392,True,Revisión por Comercial para contacto
83,85579,0.9412660362584944,True,Revisión por Comercial para contacto
84,83201,0.9407579009686627,True,Revisión por Comercial para contacto
85,82388,0.9394061077089771,True,Revisión por Comercial para contacto
86,91128,0.9386344670528496,True,Revisión por Comercial para contacto
87,83493,0.9382426486137273,True,Revisión por Comercial para contacto
88,74594,0.9381754853038293,True,Revisión por Comercial para contacto
89,82303,0.9381715575205619,True,Revisión por Comercial para contacto
90,96782,0.9366878650731959,True,Revisión por Comercial para contacto
91,88140,0.93656619442056,True,Revisión por Comercial para contacto
92,83794,0.9364154578875263,True,Revisión por Comercial para contacto
93,72168,0.9358654670074744,True,Revisión por Comercial para contacto
94,75759,0.9355897784227595,True,Revisión por Comercial para contacto
95,89738,0.9355356668997963,True,Revisión por Comercial para contacto
96,93069,0.9350174345194057,True,Revisión por Comercial para contacto
97,70111,0.9334940904872302,True,Revisión por Comercial para contacto
98,95368,0.9330697758644423,True,Revisión por Comercial para contacto
99,97764,0.9328813592180154,True,Revisión por Comercial para contacto
100,97667,0.9319544952297008,True,Revisión por Comercial para contacto
101,74439,0.9301714401514952,True,Revisión por Comercial para contacto
